0	4	5	780	438	0.0	0.00641025641025641	0.01141552511415525	0.717948717948718	1.2557077625570776	Mercedes/mercedes/1.jpg
1	4	5	800	533	0.0	0.00625	0.009380863039399626	0.45	0.6566604127579737	Mercedes/mercedes/2.jpg
2	4	5	533	400	0.0	0.009380863039399626	0.0125	0.300187617260788	0.3875	Mercedes/mercedes/3.jpg
3	4	5	800	538	0.0	0.00625	0.00929368029739777	0.15	0.3066914498141264	Mercedes/mercedes/4.jpg
4	4	5	445	250	0.0	0.011235955056179775	0.02	0.7191011235955056	0.88	Mercedes/mercedes/5.jpg
5	4	5	660	450	0.0	0.007575757575757576	0.011111111111111112	0.25757575757575757	0.37777777777777777	Mercedes/mercedes/6.jpg
6	4	5	1800	760	0.0	0.002777777777777778	0.006578947368421052	0.1111111111111111	0.28289473684210525	Mercedes/mercedes/7.jpg
7	4	5	800	533	0.0	0.00625	0.009380863039399626	0.25	0.40337711069418386	Mercedes/mercedes/8.jpg
8	4	5	910	512	0.0	0.005494505494505495	0.009765625	0.7747252747252747	1.357421875	Mercedes/mercedes/9.jpg
9	4	5	1920	800	0.0	0.0026041666666666665	0.00625	0.10677083333333333	0.25625	Mercedes/mercedes/10.jpg
10	4	5	1920	800	0.0	0.0026041666666666665	0.00625	0.2578125	0.61875	Mercedes/mercedes/11.jpg
11	4	5	1920	800	0.0	0.0026041666666666665	0.00625	0.18229166666666666	0.4375	Mercedes/mercedes/12.jpg
